review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R3VU1RYX1UZAMP,B078HG6WNX,5.0 out of 5 stars JUST BUY IT,Kristine Ruiz,5,Good,"Reviewed in the United States April 21, 2019",AGGV56MABVSHDKYAXV6YXILYKSIQ,True,1,Color: Red
R2DI6ZS2THLR9K,B078HG6WNX,5.0 out of 5 stars I love it!,Angelle,5,It’s amazing!!!,"Reviewed in the United States January 3, 2019",AHL7ORUB42UE5JEAYEXAJ6MYE2EA,True,0,Color: White
R199EXKV85T2B5,B078HG6WNX,1.0 out of 5 stars Garbage,Will,1,Speaker sounded cracked right out of the box. Do not buy refurbished lesson learned,"Reviewed in the United States July 16, 2022",AGQTFSD6GSRMEW2AEKE4C72G3XPA,True,1,Color: Black
R22R48T73DB1XY,B078HG6WNX,1.0 out of 5 stars product failure,aaron e sety,1,It was great until day 100 when it quit charging or turning on. I failed to notice that it is refurbished. Had I noticed I never would have bought it. Pay attention. Other wise it's pretty awesome.,"Reviewed in the United States December 11, 2019",AGFJ5FBRZEOTYHA6EJMQPZOXEQWQ,True,1,Color: Black
R1PW8FZEEI9EH9,B078HG6WNX,1.0 out of 5 stars Don't waste your money,Brinda C.,1,"Completely stopped working after three months...I threw it out, it's garbage!!!","Reviewed in the United States May 24, 2022",AEAL5LPA6TSJXUPJWT6VB5A2HWFQ,True,1,Color: Red
RGLNYEW0F5G4D,B078HG6WNX,1.0 out of 5 stars Don’t wait your money,Katey,1,Item was super scratched up and missing charger piece. The shipping was great but the overall product was horrible will be returning,"Reviewed in the United States October 20, 2020",AFNSSNCSW35CKXXN3OTTG5JWTODQ,True,1,Color: Black
RLNNX9EBRLYZ9,B078HG6WNX,1.0 out of 5 stars Why buy this new one is out,Josian Lopez,1,"Why would you buy this when the new one is out that comes with type-c charging and it’s only $150. Would never buy this cause of the charging, lightning takes so long to charge it’s not worth it at all.","Reviewed in the United States July 23, 2024",AFDDWTYM3XZZLMIRF2GSBUX2OTHQ,False,0,Color: Black
R2S1GDO4SA9OXP,B078HG6WNX,5.0 out of 5 stars Ese speaker es uno de Los mejores,Anthony Quinde,5,"Es el mejor speaker que he probado solo que ya no hay más y nose donde más comprarlo, ojalá lo vendan pronto seré el primero en comprarlo 😥","Reviewed in the United States November 21, 2023",AHOJPOBBQK7MVCBJDH6S25K35F5Q,False,0,Color: White
R3BYDP94WUXU48,B078HG6WNX,1.0 out of 5 stars Never even turned on. Defective,Buyera,1,Didn’t work upon opening,"Reviewed in the United States December 4, 2019",AGZ7YZ6QHD6ZDKCDYTBCOHSJKZEA,True,1,Color: Black
RUZ22XWO59V5S,B078HG6WNX,5.0 out of 5 stars SUPER LIT ONM,Jaelyn G.,5,"Was a little nervous about the “renewed” in the title, but when it came, it was brand new! The sound quality is amazing, fills the room. Literally sounds like I’m wearing headphones. At first I thought the “plus” meant it was just an upgrade from the 2.0, but NOO it was a great size, and has enough weight to it where it’s not going to go anywhere. Only complaint is that it came in a bubble mailer, which cause a little damage to the box but nun major! Super happy to have it!","Reviewed in the United States December 10, 2019",AGZNXPKXJ3EGCN24ZFG5334FBOUQ,False,0,Color: Black
R2SNSFCIWBUC6Q,B078HG6WNX,5.0 out of 5 stars Bitchhhhhhh,L. Wilson,5,"I love it, and it's my favorite color ‼️‼️","Reviewed in the United States May 9, 2022",AHDOJEH7QA6NQN6XE7ZIJEBLJHIQ,True,0,Color: Red
RD8CP4GBQSOHT,B078HG6WNX,5.0 out of 5 stars Beats,Amazon Customer,5,Lovely box,"Reviewed in the United States December 31, 2020",AGZDRLBBZYPKW4LEPMKUZUT7EG3A,True,0,Color: Black
